Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
"Population, total",SP.POP.TOTL,Croatia,HRV,4780000,4510000,4470000,4640000,4650000,4669000,4494000,4572000,4501000,4554000,4426000,4440000,4442000,4440000,4436000,4434508,4429078,4417781,4280622,4267558
"Population, total",SP.POP.TOTL,Cuba,CUB,10582082,10664577,10735775,10797556,10853435,10906048,10955372,11000431,11041893,11080506,11116787,11151472,11261052,11275199,11284043,11290239,11297442,11308133,11323570,11342631
"Population, total",SP.POP.TOTL,Curacao,CUW,145400,144403,143912,144299,144630,145139,146306,146956,144472,139428,133860,129047,137658,141239,144056,145880,146833,148703,150831,152088
"Population, total",SP.POP.TOTL,Cyprus,CYP,766611,783138,800660,818814,837166,855389,873246,890733,908040,925491,943287,961482,1032586,1048293,1063040,1077010,1090486,1103685,1116644,1129303
"Population, total",SP.POP.TOTL,Czech Republic,CZE,10333355,10308578,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785
"Population, total",SP.POP.TOTL,Denmark,DNK,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572
"Population, total",SP.POP.TOTL,Djibouti,DJI,588356,610679,627063,639215,649878,661076,673202,685644,698256,710652,722562,734088,778406,788941,799309,809639,820097,830802,841802,853069
"Population, total",SP.POP.TOTL,Dominica,DMA,70928,70849,70978,71205,71372,71367,71146,70756,70295,69902,69679,69660,70542,70690,70795,70881,70995,71167,71402,71685
"Population, total",SP.POP.TOTL,Dominican Republic,DOM,7183646,7325622,7468551,7611463,7753052,7892420,8029114,8163474,8296375,8429116,8562623,8697127,9237565,9371333,9504336,9636491,9767737,9897983,10027140,10155036
"Population, total",SP.POP.TOTL,Ecuador,ECU,10218085,10460988,10705670,10951200,11196476,11440576,11683480,11924991,12163887,12398691,12628596,12852753,13735232,13967490,14205479,14447600,14691310,14934692,15177280,15419493
"Population, total",SP.POP.TOTL,"Egypt, Arab Rep.",EGY,56397273,57689828,58922018,60108373,61272847,62434527,63595629,64754566,65922626,67112877,68334905,69599945,74942115,76274285,77605327,78976122,80442443,82040994,83787634,85660902
"Population, total",SP.POP.TOTL,El Salvador,SLV,5252082,5321576,5392142,5461834,5528012,5588743,5643363,5692300,5736075,5775660,5811836,5844738,5947206,5967556,5986414,6004199,6021368,6038306,6055208,6072233
"Population, total",SP.POP.TOTL,Equatorial Guinea,GNQ,377363,390381,404081,418409,433197,448332,463844,479836,496330,513347,530896,549007,625866,645718,665798,686223,707155,728710,750918,773729
"Population, total",SP.POP.TOTL,Eritrea,ERI,3139083,3160644,3160617,3150811,3147871,3164095,3202598,3260612,3337227,3429656,3535156,3655006,4191273,4304440,4406299,4500638,4593549,4689664,4789568,..
"Population, total",SP.POP.TOTL,Estonia,EST,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1380620,1396985,1388115,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696
"Population, total",SP.POP.TOTL,Ethiopia,ETH,48057094,49784987,51602776,53477944,55366517,57237226,59076414,60893264,62707547,64550161,66443603,68393128,76608431,78735675,80891968,83079608,85302099,87561814,89858696,92191211
"Population, total",SP.POP.TOTL,Faroe Islands,FRO,48031,47494,46574,45501,44600,44099,44081,44467,45126,45852,46491,47012,48337,48505,48599,48629,48613,48567,48492,48393
"Population, total",SP.POP.TOTL,Fiji,FJI,728626,735469,744534,755024,765666,775498,784479,792859,800314,806494,811223,814215,821820,827390,834729,843206,851854,859952,867327,874158
"Population, total",SP.POP.TOTL,Finland,FIN,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971
"Population, total",SP.POP.TOTL,France,FRA,58512808,58559312,58851216,59106766,59327194,59541900,59753098,59964845,60186291,60496715,60912498,61357431,63179356,63621376,64016229,64374990,64707044,65027512,65342776,65659790
"Population, total",SP.POP.TOTL,French Polynesia,PYF,198370,202020,205269,208349,211584,215200,219282,223734,228380,232956,237267,241276,254884,257731,260361,262877,265412,268065,270862,273775
"Population, total",SP.POP.TOTL,Gabon,GAB,952269,978252,1004598,1031358,1058625,1086449,1114879,1143838,1173114,1202412,1231548,1260435,1377777,1408920,1440902,1473741,1507428,1541936,1577298,1613489
"Population, total",SP.POP.TOTL,"Gambia, The",GMB,916811,949490,979701,1008296,1036627,1065746,1095839,1126786,1159001,1192920,1228863,1267103,1440542,1487731,1536424,1586749,1638899,1693002,1749099,1807108
"Population, total",SP.POP.TOTL,Georgia,GEO,4802000,4835900,4873500,4911100,4861600,4734000,4616100,4531600,4487300,4452500,4418300,4386400,4190000,4136000,4082000,4030000,3978000,3926000,3875000,3825000
"Population, total",SP.POP.TOTL,Germany,DEU,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82469422,82376451,82266372,82110097,81902307,81776930,81797673,80425823
"Population, total",SP.POP.TOTL,Ghana,GHA,14628260,15042736,15471527,15907244,16339344,16760991,17169214,17568583,17969006,18384426,18824994,19293804,21389514,21951891,22528041,23115919,23713164,24317734,24928503,25544565
"Population, total",SP.POP.TOTL,Gibraltar,GIB,26833,26924,27035,27146,27235,27285,27284,27246,27211,27233,27351,27580,29080,29437,29770,30089,30407,30732,31067,31402
"Population, total",SP.POP.TOTL,Greece,GRC,10196792,10319927,10399061,10460415,10512922,10562153,10608800,10661259,10720509,10761698,10805808,10862132,10987314,11020362,11048473,11077841,11107017,11121341,11104899,11045011
"Population, total",SP.POP.TOTL,Greenland,GRL,55600,55500,55300,55200,55500,55800,55900,56000,56100,56100,56200,56350,56935,56774,56555,56328,56323,56905,56890,56810
"Population, total",SP.POP.TOTL,Grenada,GRD,96286,96455,97201,98302,99403,100253,100796,101125,101302,101441,101620,101849,102951,103259,103587,103934,104298,104677,105070,105476
"Population, total",SP.POP.TOTL,Guam,GUM,130482,133553,136696,139820,142806,145562,148060,150306,152275,153951,155328,156417,158401,158429,158332,158310,158621,159440,160858,162807
"Population, total",SP.POP.TOTL,Guatemala,GTM,9158547,9385000,9619113,9860063,10106463,10357354,10612300,10871786,11136814,11408815,11688660,11976725,13183505,13490041,13797629,14106687,14418033,14732261,15049280,15368759
"Population, total",SP.POP.TOTL,Guinea,GIN,6034082,6367110,6751394,7155564,7536389,7863033,8124799,8331366,8497582,8647336,8799165,8955756,9669023,9898301,10152521,10427356,10715770,11012406,11316351,11628767
"Population, total",SP.POP.TOTL,Guinea-Bissau,GNB,1056208,1080191,1104708,1129706,1155111,1180877,1207006,1233520,1260424,1287727,1315455,1343646,1462784,1494603,1527342,1561293,1596832,1634196,1673509,1714620
"Population, total",SP.POP.TOTL,Guyana,GUY,720282,717502,717621,719910,723230,726695,730193,733854,737316,740189,742218,743163,742495,743705,745638,748096,750749,753362,755883,758410
"Population, total",SP.POP.TOTL,Haiti,HTI,7099733,7243391,7386974,7530703,7674911,7819806,7965548,8111954,8258484,8404396,8549202,8692564,9263409,9409479,9556958,9705130,9852953,9999617,10144890,10288828
"Population, total",SP.POP.TOTL,Honduras,HND,4903363,5041050,5179557,5318042,5455481,5591136,5724587,5855946,5985675,6114534,6243080,6371304,6880181,7007029,7133737,7259470,7383098,7503875,7621414,7736131
"Population, total",SP.POP.TOTL,"Hong Kong SAR, China",HKG,5704500,5752000,5800500,5901000,6035400,6156100,6435500,6489300,6543700,6606500,6665000,6714300,6813200,6857100,6916300,6957800,6972800,7024200,7071600,7154600
"Population, total",SP.POP.TOTL,Hungary,HUN,10373988,10373400,10369341,10357523,10343355,10328965,10311238,10290486,10266570,10237530,10210971,10187576,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362
"Population, total",SP.POP.TOTL,Iceland,ISL,254826,257797,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,296734,303782,311566,317414,318499,318041,319014,320716
"Population, total",SP.POP.TOTL,India,IND,870601776,888513869,906461358,924475633,942604211,960874982,979290432,997817250,1016402907,1034976626,1053481072,1071888190,1144326293,1162088305,1179685631,1197070109,1214182182,1230984504,1247446011,1263589639
"Population, total",SP.POP.TOTL,Indonesia,IDN,181436821,184614740,187762097,190873248,193939912,196957845,199926615,202853850,205753493,208644079,211540428,214448301,226254703,229263980,232296830,235360765,238465165,241613126,244808254,248037853
"Population, total",SP.POP.TOTL,"Iran, Islamic Rep.",IRN,56169196,57288039,58130099,58811858,59501292,60318632,61306632,62426086,63616065,64780362,65850062,66812736,70122115,70923164,71720859,72530693,73370982,74253373,75184322,76156975
"Population, total",SP.POP.TOTL,Iraq,IRQ,17478455,17952909,18468521,19021967,19606895,20217759,20855408,21519356,22200835,22888600,23574751,24258794,27017712,27716983,28423538,29163327,29970634,30868156,31867758,32957622
"Population, total",SP.POP.TOTL,Ireland,IRL,3513974,3534235,3558430,3576261,3590386,3608841,3637510,3674171,3712696,3754786,3805174,3866243,4159914,4273591,4398942,4489544,4535375,4560155,4576794,4586897
"Population, total",SP.POP.TOTL,Isle of Man,IMY,70312,70963,71306,71486,71726,72181,72899,73817,74853,75879,76806,77608,80345,81110,81914,82737,83548,84327,85069,85779
"Population, total",SP.POP.TOTL,Israel,ISR,4660000,4949000,5123000,5261000,5399000,5545000,5692000,5836000,5971000,6125000,6289000,6439000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500
"Population, total",SP.POP.TOTL,Italy,ITA,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717
"Population, total",SP.POP.TOTL,Jamaica,JAM,2390000,2406042,2423044,2441024,2460002,2480000,2509923,2534069,2556780,2574289,2589389,2605556,2643601,2653042,2662481,2671934,2681386,2690824,2699838,2707805
"Population, total",SP.POP.TOTL,Japan,JPN,123537000,123921000,124229000,124536000,124961000,125439000,125757000,126057000,126400000,126631000,126843000,127149000,127773000,127854000,128001000,128063000,128047000,128070000,127817277,127561489
"Population, total",SP.POP.TOTL,Jordan,JOR,3358453,3538663,3743944,3957221,4154813,4320158,4448113,4545248,4621329,4691402,4767476,4850227,5332982,5530218,5759424,6010035,6266865,6517912,6760371,6994451
"Population, total",SP.POP.TOTL,Kazakhstan,KAZ,16348000,16450500,16439095,16330419,16095199,15815626,15577894,15333703,15071300,14928426,14883626,14858335,15147029,15308084,15484192,15674000,16092701,16321581,16556600,16791425
"Population, total",SP.POP.TOTL,Kenya,KEN,23446229,24234087,25029754,25824736,26608089,27373035,28116027,28842245,29564614,30301240,31065820,31863280,35349040,36286015,37250540,38244442,39269988,40328313,41419954,42542978
"Population, total",SP.POP.TOTL,Kiribati,KIR,72411,73698,74773,75722,76674,77727,78907,80190,81556,82969,84406,85858,92329,94257,96310,98437,100566,102648,104662,106620
"Population, total",SP.POP.TOTL,"Korea, Dem. People’s Rep.",PRK,20194354,20510208,20838082,21166230,21478544,21763670,22016510,22240826,22444986,22641747,22840218,23043441,23813324,23969897,24111945,24243829,24371806,24500506,24631359,24763353
"Population, total",SP.POP.TOTL,"Korea, Rep.",KOR,42869283,43295704,43747962,44194628,44641540,45092991,45524681,45953580,46286503,46616677,47008111,47357362,48138077,48371946,48597652,48948698,49182038,49410366,49779440,50004441
"Population, total",SP.POP.TOTL,Kosovo,KSV,1862000,1898000,1932000,1965000,1997000,2029000,2059000,2086000,1966000,1762000,1700000,1701154,1705780,1719536,1733404,1747383,1761474,1775680,1790957,1805200
"Population, total",SP.POP.TOTL,Kuwait,KWT,2058832,2007110,..,..,..,1637031,1637906,1686256,1766247,1853152,1929470,1990022,2263604,2389498,2538591,2705290,2881243,3059473,3239181,3419581
"Population, total",SP.POP.TOTL,Kyrgyz Republic,KGZ,4391200,4463600,4515400,4516700,4515100,4560400,4628400,4696400,4769000,4840400,4898400,4945100,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200
"Population, total",SP.POP.TOTL,Lao PDR,LAO,4247839,4371549,4496971,4621685,4742685,4857774,4966303,5068658,5165072,5256207,5342879,5424701,5745012,5838837,5939634,6045439,6153153,6260544,6366909,6473050
"Population, total",SP.POP.TOTL,Latvia,LVA,2663151,2650581,2614338,2563290,2520742,2485056,2457222,2432851,2410019,2390482,2367550,2337170,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319
"Population, total",SP.POP.TOTL,Lebanon,LBN,2703019,2752473,2821868,2900862,2974647,3033406,3070974,3092684,3113960,3156661,3235380,3359875,3986865,4057041,4085426,4109389,4181742,4337156,4591698,4924257
"Population, total",SP.POP.TOTL,Lesotho,LSO,1597534,1627900,1660360,1693459,1725118,1753824,1779201,1801695,1821632,1839631,1856225,1871489,1925844,1940345,1955656,1972194,1990413,2010586,2032950,2057331
"Population, total",SP.POP.TOTL,Liberia,LBR,2102877,2066060,2028672,2006349,2019148,2079921,2197801,2365290,2558085,2741755,2891968,2998770,3269786,3384804,3522337,3672782,3821498,3957990,4079574,4190155
"Population, total",SP.POP.TOTL,Libya,LBY,4398419,4499210,4596811,4691934,4785488,4878202,4970391,5062160,5153764,5245414,5337264,5428303,5801543,5907149,6017794,6123022,6208680,6265697,6288652,6283403
"Population, total",SP.POP.TOTL,Liechtenstein,LIE,28745,29111,29503,29921,30365,30833,31327,31842,32357,32843,33282,33663,34852,35141,35431,35721,36004,36276,36537,36791
"Population, total",SP.POP.TOTL,Lithuania,LTU,3697838,3704134,3700114,3682613,3657144,3629102,3601613,3575137,3549331,3524238,3499536,3470818,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773
"Population, total",SP.POP.TOTL,Luxembourg,LUX,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,465158,472637,479993,488650,497783,506953,518347,530946
"Population, total",SP.POP.TOTL,"Macao SAR, China",MAC,359735,369484,377799,385041,391783,398459,405231,412031,418810,425448,431907,438088,468149,479728,493022,507274,521405,534626,546682,557763
"Population, total",SP.POP.TOTL,"Macedonia, FYR",MKD,1996227,1988458,1977033,1964924,1956165,1953544,1958303,1969345,1984242,1999362,2012051,2021585,2042894,2047330,2051427,2055266,2058920,2062443,2065888,2069270
"Population, total",SP.POP.TOTL,Madagascar,MDG,11545782,11898267,12263899,12643864,13039754,13452526,13882646,14329239,14790245,15262817,15744811,16235767,18290394,18826129,19371031,19926798,20495706,21079532,21678867,22293720
"Population, total",SP.POP.TOTL,Malawi,MWI,9408998,9604199,9682918,9697635,9725612,9822812,10006767,10260421,10563554,10882543,11193230,11491824,12747846,13112383,13498377,13904671,14329056,14769824,15226813,15700436
"Population, total",SP.POP.TOTL,Malaysia,MYS,18211097,18709835,19204700,19700762,20205992,20725374,21260881,21808125,22358128,22898579,23420751,23920963,25796124,26263048,26730607,27197419,27661017,28119500,28572970,29021940
"Population, total",SP.POP.TOTL,Maldives,MDV,218000,227000,234000,242000,245000,255000,262000,264000,271000,280000,286000,292000,321000,333000,349000,362000,360000,367000,377000,385000
"Population, total",SP.POP.TOTL,Mali,MLI,8482075,8672581,8891141,9131449,9383608,9640643,9901045,10168000,10444822,10736542,11046926,11376094,12881384,13309942,13759226,14223403,14694565,15167286,15639115,16112333
"Population, total",SP.POP.TOTL,Malta,MLT,354170,357727,361260,364704,367941,370433,372687,375236,377516,379360,381363,393028,403834,405308,406724,409379,412477,414508,416268,419455
"Population, total",SP.POP.TOTL,Marshall Islands,MHL,47300,48481,49382,50052,50577,51020,51397,51697,51922,52076,52161,52184,52058,52080,52136,52221,52321,52428,52541,52663
"Population, total",SP.POP.TOTL,Mauritania,MRT,2023665,2080782,2140250,2202201,2266745,2333966,2403779,2476188,2551429,2629806,2711421,2796502,3154087,3241762,3328285,3414552,3501927,3591400,3683221,3777067
"Population, total",SP.POP.TOTL,Mauritius,MUS,1058775,1070266,1084441,1097374,1112846,1122457,1133996,1148284,1160421,1175267,1186873,1196287,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882
"Population, total",SP.POP.TOTL,Mexico,MEX,85609404,87347208,89110043,90887097,92663664,94426946,96181710,97925825,99632299,101266570,102808590,104239563,109747906,111382857,113139374,114972821,116815612,118617542,120365271,122070963
"Population, total",SP.POP.TOTL,"Micronesia, Fed. Sts.",FSM,96331,98800,101412,103937,106057,107556,108342,108506,108236,107808,107430,107170,106198,105680,105080,104472,103961,103619,103476,103516
"Population, total",SP.POP.TOTL,Moldova,MDA,3696000,3704000,3706000,3701000,3691000,3675099,3667748,3654208,3652732,3647001,3639592,3631462,3595187,3585209,3576910,3570108,3565604,3562045,3559986,3559519
"Population, total",SP.POP.TOTL,Monaco,MCO,29438,29626,29864,30138,30423,30700,30971,31242,31517,31795,32081,32364,33808,34384,35046,35731,36351,36845,37189,37404
"Population, total",SP.POP.TOTL,Mongolia,MNG,2184145,2217920,2243506,2263204,2280495,2298038,2316571,2335694,2355588,2376165,2397438,2419729,2526447,2558484,2592776,2629666,2669572,2712657,2759074,2808339
"Population, total",SP.POP.TOTL,Montenegro,MNE,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,614261,615025,615875,616969,618294,619428,620079,620601
"Population, total",SP.POP.TOTL,Morocco,MAR,24950128,25410178,25866445,26314339,26747660,27161889,27556892,27934014,28292299,28630973,28950553,29250983,30385479,30691434,31011322,31350544,31714958,32107739,32531964,32984190
"Population, total",SP.POP.TOTL,Mozambique,MOZ,13371971,13719853,14203987,14775877,15363065,15913101,16410777,16872896,17317376,17774066,18264536,18792357,21126676,21737860,22359637,22994867,23647815,24321457,25016921,25732928
"Population, total",SP.POP.TOTL,Myanmar,MMR,42007309,42588029,43126260,43642311,44164109,44710931,45290888,45895991,46509586,47106923,47669791,48195684,49984704,50355559,50698814,51030006,51369725,51733013,52125411,52543841
"Population, total",SP.POP.TOTL,Namibia,NAM,1415447,1466152,1513689,1559480,1605828,1654214,1705349,1758097,1809920,1857320,1897953,1931005,2027026,2053915,2083174,2115703,2152357,2193643,2240161,2291645
"Population, total",SP.POP.TOTL,Nauru,NRU,9157,9354,9544,9719,9863,9970,10033,10056,10054,10044,10042,10053,10115,10101,10075,10047,10028,10025,10043,10079
"Population, total",SP.POP.TOTL,Nepal,NPL,18741688,19237322,19765570,20312687,20859421,21390905,21902534,22395247,22866496,23315053,23740145,24140941,25506847,25794344,26063619,26325183,26592666,26875910,27179237,27500515
"Population, total",SP.POP.TOTL,Netherlands,NLD,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962
"Population, total",SP.POP.TOTL,New Caledonia,NCL,170899,175362,179799,184496,189482,193816,197564,201418,205279,209214,213230,217324,231000,235000,238000,242000,245000,250000,254000,259000
"Population, total",SP.POP.TOTL,New Zealand,NZL,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100
"Population, total",SP.POP.TOTL,Nicaragua,NIC,4144564,4236805,4331273,4426577,4520727,4612229,4700777,4786641,4869627,4949661,5026792,5100750,5379327,5450217,5522119,5594524,5666595,5737722,5807787,5877034
"Population, total",SP.POP.TOTL,Niger,NER,7911884,8168834,8442330,8732500,9039088,9361912,9701730,10058960,10432657,10821434,11224523,11642308,13485436,13995530,14527631,15085130,15672194,16291990,16946485,17635782
"Population, total",SP.POP.TOTL,Nigeria,NGA,95617345,98085436,100592458,103145093,105753088,108424822,111164651,113975055,116860691,119826231,122876723,126014935,139611303,143318011,147152502,151115683,155207145,159424742,163770669,168240403
"Population, total",SP.POP.TOTL,Northern Mariana Islands,MNP,43972,46719,49429,52120,54817,57518,60248,62939,65374,67271,68434,68817,64372,62235,59791,57343,55276,53860,53234,53314
