Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,1959965243.76269,1986437859.90346,1695315305.70308,2274557914.07481,1598075932.35432,2169627250.93379,2361116587.86079,2268301537.65128,2455092582.30927,2689787917.50711,2569186642.86999,2680213931.46472,4803702821.08056,5142380779.44103,5969535131.58016,7132787396.66547,7097198711.61023,6970240895.49888,7814081155.64988,8152554487.31321
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,1592400000,1634899968,1679900032,1820359936,1867160064,2030749952,2695390000,2932827000,3130748000,3324433000,3480219000,3680483000,4868136000,5414299000,5895048000,6109928000,5806378000,5744414000,5550771000,5537537000
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,299787275.842376,250045839.929639,250794359.567901,235239570.350935,270801565.189672,303053462.843047,316420860.852385,365964500.137703,376955087.251575,419035810.496981,439158233.199822,476360697.181606,818869145.124717,897731524.929922,1196091805.02316,1258332337.28382,1264758197.96593,1585472534.10547,1820207625.80217,1823692109.61652
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,4867582620.20708,5343274311.56789,5643893347.00679,5734676560.92471,5981244886.917,6715220507.05164,7396966657.47054,7925673448.41368,8497545598.08352,8285075872.27307,8397912509.09679,8141537937.61068,9549077869.1065,11451869164.7112,13120159975.5451,16674357238.5781,17340028490.0285,19649692875.5683,23963096439.383,27084515195.369
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,..,..,..,..,1255802469.1358,1866572953.73665,2786045321.63743,3671816504.23851,4116699437.4041,4685729738.56209,5505984455.95855,5748990666.17862,11225138297.1959,12866524918.2221,15776422673.198,19101454463.7507,17600630726.6141,17163117551.4626,18628022743.4257,17207367625.8048
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,3790636664.02546,3942792837.35655,4146513722.33019,4160086253.1468,4259330999.03151,4730611067.02258,4847752842.78924,5020214747.45261,4790458837.17078,5484257417.17844,5788329609.15755,5489608299.66445,9931134940.51346,10126940513.3125,10939053367.1521,10945070447.5102,10267133183.7388,12786654369.6595,15682926890.0326,14686278713.5189
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,461951782000,602860000000,400599250000,437798577639.752,558111997497.263,785643456467.255,850425828275.793,883199443413.729,863723395088.324,599388879704.634,655421153320.579,559372502338.237,891629970423.924,1107640325472.35,1397084381901.29,1695824517395.57,1667020106031.81,2208872214643.02,2614573170731.71,2460658440428.04
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,3520551724.13793,3701667052.55846,4183548189.07305,4105706151.75145,4087337959.93191,4734020036.68689,5115602836.87943,5197332974.13793,4051147227.53346,4600000000,6001153306.2645,5601090584.36122,9531402847.87311,11470703002.0769,12247694247.2298,14393099068.5859,10732366286.2643,13707370737.0737,18525319977.7407,19048495518.5659
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,20632090909.0909,10943548387.0968,10350515463.9175,10829710144.9275,9697416974.16974,13063422619.0476,10109404159.6402,11195630536.8928,14630974778.4594,13495062850.302,13148099185.2305,14135393875.5893,29821662537.3229,34304448149.8108,44765733379.986,54666642734.2757,51783454183.5501,50610031135.7791,57418391041.5926,53903028252.2996
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,3101301780.95067,3135045684.1006,2240264711.54816,2332018010.55341,1895290964.80829,2379518099.2266,2586550747.09844,2447669403.89018,2804902723.73145,2991748387.09677,2628920056.10098,2812532813.18202,5458343594.30942,5843872989.47876,6762399882.91926,8350808396.60563,8148059793.81443,8988623686.33791,10746062858.3563,11166654260.5289
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,1132101252.51817,1167398478.3459,1083037670.60484,938632612.026359,925030590.153683,1000428393.88528,869033856.317093,972896267.915425,893770806.077641,808077223.365746,870486065.883137,876794723.068586,1117257279.46188,1273180597.02711,1356078278.18821,1611634331.64869,1739781488.7457,2026864469.36388,2355652125.85184,2472384906.99794
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,306891107.262039,319827058.592875,357160985.327413,490417389.682569,406580652.330537,487148993.533109,501979069.274683,490608657.924976,521910560.524868,592416703.058878,539227277.626411,563024383.296626,971977088.156914,1107891063.43863,1513934037.24782,1789332788.19218,1711816593.14186,1664310632.50555,1864823990.99337,1751887838.54178
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,..,..,..,2533727592.04165,2791435272.26653,3441205692.9166,3506695719.57259,3443413388.6909,3120425502.58253,3517242477.2285,3654031716.26881,3979813387.84404,6293046162.12584,7274595706.67154,8639235842.18075,10351914093.1723,10401851850.6108,11242275198.9783,12829541141.0127,14038383450.186
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,11151578050.7356,12434370004.9586,11396310990.2197,13532137227.585,9220470913.32766,8733231184.34755,9732328115.73674,9840553235.89425,9629649416.89037,10486451144.4061,9287367235.25769,9633109349.64535,16587858856.6778,17953066721.0949,20431780377.8605,23322254113.5623,23381142146.6485,23622483983.7101,26587311527.5711,26472056037.7696
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,593929550908.468,610328183643.188,592387689252.916,577170761956.438,578139279437.61,604031623433.401,628546387972.131,652825364726.275,631813279406.808,676082654640.91,742293448252.643,736379777892.562,1169357979864.66,1315415197461.21,1464977190205.75,1549131208997.19,1371153004986.44,1613406134731.12,1788703385548.26,1824288757447.57
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,..,..,..,..,..,..,1012444074.07495,..,..,..,..,..,..,3207032512.94205,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,1440711395.67069,1377375030.52921,1411917558.45855,1278781166.72188,851174350.649409,1115389731.79119,1007791186.20106,937741468.029676,967338348.658314,999477510.686632,914500299.097034,931833302.752857,1350301057.06866,1460562038.37097,1698125617.92304,1985370057.92473,1981728140.77833,1986014845.63184,2212699746.81377,2184183758.31567
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,1738605558.05436,1877138041.64308,1881847676.80752,1463251055.40068,1179837954.72193,1445919969.89272,1607345450.04578,1544689502.82472,1744794457.276,1534673583.2487,1385058161.76746,1709347793.32873,6646663021.43571,7422102519.56848,8638711442.7705,10351932604.4154,9253484108.49701,10657705536.4978,12156380425.0825,12368071038.7362
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,5945677376.61477,6262740656.85164,6439703434.71024,6232906290.4851,8827272727.27273,9676172953.08188,11514605842.3369,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,31558927517.2188,36424168146.1543,44467946384.2462,47693992626.8649,55154226759.96,71349202308.6423,75769008174.2547,82808986191.6005,79373597080.1017,72995286764.4168,79328640263.7676,72336972322.4242,124404150138.227,154671012210.645,173081277147.793,179626674542.406,171956955710.33,217538271334.673,250832362674.151,265231582123.55
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,360858508604.206,383372822299.652,426915227629.513,444730903968.185,564325246266.838,734548001963.907,863746361646.34,961603416246.472,1029043011921.59,1093997559885.48,1211346395438.73,1339395440432.04,2285965854313.36,2752132089196.58,3552182714426.55,4598205419718.8,5109954035775.98,6100620356557.32,7572554360442.62,8560546868811.69
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,40274204595.2296,41239551378.2482,49279585355.0948,55802538219.0264,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99886577330.7271,98203546156.3102,146566264837.014,162590146096.414,207416494642.379,243982437870.84,233821670544.258,287018184637.529,335415156702.186,369659700375.52
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,250030760.754786,246823428.906664,266191040.373328,263568114.445462,185761822.560488,231896229.562629,230495751.446593,212099634.697751,215394066.068976,222580453.753844,203846427.738737,220093812.206791,380372892.606774,406111873.539847,462453582.873627,523134896.968654,524157261.014644,530493353.218937,586281766.75997,570865941.229393
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",ZAR,..,..,..,..,5840530472.68908,5647034074.07407,5772020526.10602,6091061291.30501,6215716712.29467,4711259427.27273,19088046305.7971,7438189100.33333,11964484667.9102,14296507096.4135,16364029327.3456,19206060270.2521,18262773820.8055,20523285374.187,23849009737.6669,27463220380.0054
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,2798746050.58236,2724853507.63856,2933222705.80382,1918970177.74925,1769365438.87155,2116003868.17928,2540697537.71673,2322719101.29807,1949481380.64044,2353909441.71514,3219910666.03357,2794259756.13093,6087002681.74095,7731261310.93322,8394688284.06224,11859014004.0772,9593536531.23778,12007880590.4575,14425607224.168,13677930123.5919
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,7403457319.20472,7168999428.24471,8528593084.48749,9537297507.16915,10432619390.3609,11513472693.8707,11618286553.3677,12552071367.1539,13617405420.1174,14195623424.811,14949514585.1585,15913363335.0564,19952156474.8454,22600431878.0024,26743874286.8514,30612932802.8991,30562361151.812,37268635328.7341,42262697853.6349,46473128236.8416
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,10795850106.9547,10492628915.4927,11152971316.074,11045759468.9412,8313557450.25213,11000146839.497,12139234938.7863,11722142706.1278,12612033728.8572,12376639822.9265,10717022462.6859,11192560827.2962,17084928927.4555,17800887796.4987,20343635319.6174,24224903099.6283,24277493862.0625,24884505034.5564,25381616734.0693,27040562587.1771
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,..,..,..,..,..,22387561845.2244,23678012697.3612,23822087053.2091,25432144406.2043,23386945596.6928,21774273832.1031,23289671102.3197,45416076680.8707,50453577898.4886,60093155532.7678,70481451814.3118,62703095750.5257,59680624422.3702,62249565358.9878,56485301967.4205
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,28645436550.5319,24317883624.0548,22085858204.0541,22367254851.3514,28448326795.9459,30428638304.4183,25017300000,25366200000,25736600000,28365300000,30565200000,31683300000,42644200000,52742100000,58603500000,60806300000,62078600000,64328200000,68990140000,73139050000
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,5591130217.66965,5770197348.48485,6912150456.32334,6590291048.29211,7425703928.57143,9826778783.9586,9899623588.45671,9594298745.72406,10353506787.3303,10614455231.931,10183317624.8822,10567304189.4353,18703146374.829,20403713461.2972,24077470572.1325,27839460963.8201,25942622950.8197,25562251655.6291,27427161523.4918,25012206090.1966
GDP (current US$),NY.GDP.MKTP.CD,Czech Republic,CZE,40315845396.3126,29557058174.1697,34451993226.0347,40452245779.1651,47364869195.7617,59537113790.5049,66775046785.4354,61621364981.4187,66372594575.1707,64719461254.5271,61474265134.5364,67375623427.4642,135990215966.674,155213006071.979,188818155388.125,235204812643.146,205729790694.015,207015860050.371,227948564356.715,207376427020.815
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,138094873105.387,138964910325.96,152690732178.062,142962900445.719,156144903578.279,185006961302.299,187632400365.599,173537588008.176,176992000955.11,177965224620.854,164158800460.219,164791416350.267,264559522419.917,282961088316.405,319500339842.387,352591553716.09,319762353336.194,319810991980.939,341498686832.939,325012162409.979
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,452328087.282876,462421998.525779,478058304.871118,466048469.22986,491689220.744875,497723960.589913,494004647.73437,502675542.001227,514267869.300758,536080148.097299,551230861.856506,572417440.820162,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,166322222.222222,180437037.037037,191759259.259259,200418518.518519,215459259.259259,224037037.037037,236444444.444444,245781481.481481,258440740.740741,267740740.740741,335845814.814815,343119370.37037,370370370.37037,390370370.37037,421375851.851852,458190185.185185,489074333.333333,493824407.407407,500988407.407407,485905592.592593
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,7073674721.12418,9724402004.34906,11277676879.9612,12976408000,14511134920.6349,16358496124.031,18131813000.6281,19593869595.0191,21171523985.0642,21709726722.118,23996063503.0497,24892521236.9553,34004033803.9438,35952845582.5029,44169678153.1566,48288967303.4896,48376555305.6902,53954579003.5277,57746684847.0898,60613645121.3529
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,15239278100.3502,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,43130416913.4141,36970555898.9698,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4542,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,97632008709.853,89685725230.2517,107484034870.974,130478960092.499,162818181818.182,188982374700.805,218888324504.753,236001858960.015,276353323880.224
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,4800900000,5311000000,5954700000,6938000000,8085600000,9500500000,10315500000,11134700000,12008400000,12464700000,13134100000,13812700000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000
