Cite as: CAIT Climate Data Explorer. 2015. Washington; DC: World Resources Institute. Available online at:•À_http://cait.wri.org.•À_ Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014; FAOSTAT Emissions Database. Any use of CO2•À_emissions from fuel combustion data should be cited as CO2•À_Emissions from Fuel Combustion; •À_OECD/IEA; 2014.;;;;;;;;;;;;;;;;;
;;Total GHG;;Emissions by Gas excluding LUCF;;;;Emissions by Gas including LUCF;;;Emissions by Sector;;;;;;Emissions by Energy Sub-Sector;;;;
Country;Year;Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e);Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?);Total CO2 (excluding Land-Use Change and Forestry) (MtCO2);Total CH4 (MtCO2e);Total N2O (MtCO2e);Total F-Gas (MtCO2e);Total CO2 (including Land-Use Change and Forestry) (MtCO2);Total CH4 (including Land-Use Change and Forestry) (MtCO2e);Total N2O (including Land-Use Change and Forestry) (MtCO2e);Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Land-Use Change and Forestry (MtCO2);Bunker Fuels (MtCO2);Electricity/Heat (MtCO2);Manufacturing/Construction (MtCO2);Transportation (MtCO2);Other Fuel Combustion (MtCO2e);Fugitive Emissions (MtCO2e)
Cyprus;2004;8.484.063.771;8.370.223.771;77.127;0.4865;0.2172;0.0677;759.888;0.486463182;0.217221897;68.726;0.9104;0.3995;0.3016;-0.1138;1.07;3.28;1.39;1.97;0.2326;0
Cyprus;2005;8.657.409.565;8.543.279.565;78.877;0.49;0.2053;0.0744;777.355;0.490018632;0.205342434;70.029;0.972;0.385;0.3075;-0.1141;1.79;3.45;1.01;2;0.5429;0
Cyprus;2006;870.733.988;859.397.988;79.504;0.4832;0.1908;0.083;7.836.992;0.483156517;0.190803262;70.735;0.9734;0.3565;0.314;-0.1134;1.82;3.53;0.89;1.99;0.6635;0
Cyprus;2007;9.070.996.195;8.958.166.195;82.943;0.493;0.192;0.0917;818.149;0.492984403;0.192004089;7.374;1.026;0.3604;0.3206;-0.1128;1.72;3.71;0.9;2.12;0.644;0
Cyprus;2008;9.236.766.511;9.123.236.511;84.653;0.4969;0.1742;0.1003;8.351.782;0.496862288;0.174244917;75.346;10.457;0.3394;0.3271;-0.1135;1.65;3.86;0.89;2.16;0.6246;0
Cyprus;2009;8.973.816.826;8.860.196.826;81.765;0.5;0.1883;0.109;8.062.844;0.500000173;0.188345745;74.451;0.8455;0.3495;0.3337;-0.1136;1.49;3.89;0.77;2.16;0.6251;0
Cyprus;2010;8.699.205.141;8.586.135.141;78.632;0.5139;0.2044;0.1177;7.750.114;0.513918058;0.204436573;72.057;0.7809;0.3724;0.3403;-0.1131;1.4;3.75;0.67;2.21;0.5757;0
Cyprus;2011;8.494.060.565;8.380.270.565;76.462;0.5221;0.1991;0.1267;753.237;0.522073991;0.199092715;69.458;0.8229;0.3685;0.3469;-0.1138;1.5;3.61;0.57;2.14;0.6258;0
Cyprus;2012;7.336.249.989;7.223.029.989;6.46;0.5235;0.217;0.1358;634.678;0.523469925;0.216978857;6.466;;0.381;0.3535;-0.1132;1.41;3.42;0.45;1.99;0.606;0
Czech Republic;1990;1.669.666.553;1.669.666.553;1.520.733;;;0.0802;;;;150.996;49.167;;25.516;;0.65;66.25;46.76;7.18;30.806;
Czech Republic;1991;1.527.790.849;1.527.790.849;1.384.245;;;0.0937;;;;1.377.837;42.977;;25.893;;0.46;64.94;37.29;6.38;291.737;
Czech Republic;1992;1.475.257.656;1.475.257.656;1.337.098;;;0.1072;;;;1.325.914;46.128;;2.627;;0.53;63.06;40.38;8.16;209.914;
Czech Republic;1993;1.525.433.371;1.527.341.371;1.306.557;159.468;58.201;0.1207;130.846.062;1.594.707.396;5.820.337.572;1.369.698;42.985;86.104;26.647;0.1908;0.43;64.02;33.42;8.12;241.191;72.907
Czech Republic;1994;1.455.287.026;1.329.013.526;1.248.017;14.771;58.218;0.1341;112.173.944;1.477.126.299;582.199.858;1.305.836;42.444;79.884;27.024;-126.274;0.53;63.8;28.24;8.74;229.168;68.868
Czech Republic;1995;1.471.994.461;1.345.645.061;1.273.836;139.993;56.689;0.1476;114.748.194;1.399.956.202;5.669.119.589;1.328.474;3.996;7.616;2.74;-126.349;0.56;67.58;29.6;7.44;217.445;6.483
Czech Republic;1996;149.219.132;136.576.462;1.294.088;137.171;58.958;0.1973;116.765.848;1.371.733.187;5.895.941.702;1.346.017;41.364;77.284;27.527;-126.427;0.4;70.17;28.92;10.2;189.815;63.302
Czech Republic;1997;1.461.793.478;1.335.290.778;1.270.092;132.748;56.482;0.2471;114.358.642;1.327.500.172;5.648.373.814;1.320.959;41.119;72.062;27.653;-126.503;0.37;69.51;28.01;10.46;179.386;61.774
Czech Republic;1998;1.385.938.617;1.259.360.217;1.198.637;128.857;55.477;0.2968;107.205.484;1.288.593.158;5.547.835.926;1.249.102;40.215;68.842;2.778;-126.578;0.35;66.36;25.14;10.83;165.556;60.246
Czech Republic;1999;1.321.835.776;1.195.181.676;1.137.441;125.759;55.171;0.3465;101.078.358;1.257.611.143;5.517.238.039;1.187.945;38.871;67.114;27.906;-126.654;0.4;62.62;21.98;11.9;164.227;58.718
Czech Republic;2000;1.427.676.595;1.300.943.395;1.244.508;121.746;5.746;0.3962;111.777.438;1.217.467.128;5.746.060.151;1.293.987;38.589;67.068;28.032;-126.733;0.48;68.94;25.93;12.06;167.498;5.719
Czech Republic;2001;1.427.017.071;1.305.420.571;1.239.797;121.306;61.455;0.4459;111.820.062;1.213.063.753;6.145.506.303;1.292.091;36.208;70.429;2.839;-121.597;0.48;69.44;24.2;12.86;170.669;56.421
Czech Republic;2002;1.377.788.408;1.256.019.208;1.199.748;119.857;53.228;0.4955;107.797.882;1.198.575.377;5.322.752.454;1.253.694;34.889;60.558;28.748;-121.769;0.5;67.88;22.49;13.37;160.641;55.653
Czech Republic;2003;1.415.853.264;1.293.912.264;1.237.541;118.534;54.326;0.5452;111.559.744;1.185.355.002;5.432.738.606;1.289.997;36.611;6.014;29.105;-121.941;0.6;68.22;22.65;15.19;174.512;54.885
Czech Republic;2004;1.428.593;1.306.477;1.249.789;117.119;55.735;0.5949;112.767.304;1.171.197.627;5.573.544.758;130.06;38.589;59.941;29.463;-122.116;0.86;68.25;23.4;15.92;170.784;54.116
Czech Republic;2005;1.399.353.937;1.277.066.337;1.221.322;115.938;55.648;0.6445;109.903.084;1.159.403.252;5.564.980.909;1.271.204;39.652;58.478;2.982;-122.288;0.94;66.45;23.19;17.21;149.356;53.348
Czech Republic;2006;1.405.217.476;1.288.001.276;1.227.841;115.311;54.867;0.7198;111.062.498;1.153.105.692;5.486.739.115;1.276.097;40.867;58.112;30.142;-117.216;0.99;66.38;22.86;17.53;155.768;52.629
Czech Republic;2007;1.427.526.036;1.310.158.036;1.248.602;115.264;55.709;0.7951;113.122.354;1.152.698.133;5.571.357.321;129.319;44.024;59.948;30.464;-117.368;1.02;71.44;20.87;18.49;133.281;51.909
Czech Republic;2008;1.375.685.936;1.258.139.936;1.198.586;114.209;54.186;0.8704;108.103.824;1.142.104.573;5.418.725.527;1.243.484;43.003;58.413;30.786;-117.546;1.05;66.88;20.32;18.28;137.494;5.119
Czech Republic;2009;1.296.223.995;1.178.546.195;1.120.737;113.132;52.899;0.9457;10.030.298;1.131.485.014;5.291.103.733;1.170.177;3.755;57.089;31.108;-117.678;1;61.8;19.16;17.65;133.607;5.047
Czech Republic;2010;1.334.430.395;1.216.552.995;1.160.071;111.895;52.255;1.021;10.421.918;1.118.956.454;5.225.581.939;121.067;3.598;5.625;3.143;-117.877;0.92;65.16;19.76;16.66;14.512;49.751
Czech Republic;2011;132.400.737;120.596.207;1.147.789;111.847;5.337;11.001;102.974.414;1.118.467.766;5.337.012.127;1.195.743;39.212;57.422;31.631;-118.045;0.91;65.36;19.49;16.53;132.557;49.386
Czech Republic;2012;1.271.565.064;1.153.365.564;1.096.788;111.538;51.446;11.792;9.785.771.994;1.115.444.078;5.145.162.314;1.144.316;40.024;55.294;31.832;-11.82;0.86;61.94;18.05;16.13;134.095;49.021
Denmark;1990;6.616.384.633;6.741.193.633;516.751;72.902;7.166;0.0325;52.922.824;7.290.455.879;7.166.142.446;514.037;19.042;115.394;13.065;12.481;4.72;26.3;5.49;10.25;91.017;0.262
Denmark;1991;7.657.131.141;7.707.280.141;62.118;73.793;69.871;0.0869;62.619.126;7.379.548.625;6.987.258.535;617.606;21.069;114.074;13.065;0.5015;4.31;35.06;5.91;10.83;94.762;0.4844
Denmark;1992;7.061.205.649;7.110.510.649;564.288;74.307;66.114;0.1412;56.921.478;7.430.881.372;6.611.534.623;56.112;21.629;110.407;13.064;0.4931;4.49;30.18;5.78;10.8;88.308;0.5212
Denmark;1993;7.327.652.757;7.376.113.757;588.278;75.912;66.619;0.1956;59.312.096;7.591.464.118;6.662.010.711;58.472;22.886;112.096;13.063;0.4846;5.84;31.74;5.7;11.07;94.953;0.4667
Denmark;1994;7.708.967.466;7.756.584.466;62.785;75.461;65.087;0.2499;6.326.082;7.546.326.864;65.087.768;624.222;23.923;10.969;13.062;0.4762;6.52;35.86;5.75;11.51;88.298;0.4723
Denmark;1995;7.405.963.174;7.452.737.174;597.351;75.941;64.261;0.3043;60.202.524;759.429.961;6.426.262.888;593.653;2.496;108.922;13.062;0.4677;6.8;32.43;5.98;11.63;89.444;0.3809
Denmark;1996;87.361.116;87.820.386;729.684;75.944;64.239;0.3744;73.427.352;7.594.637.651;6.423.982.756;725.862;26.119;108.475;13.054;0.4593;6.63;44.87;5.91;11.75;96.047;0.4515
Denmark;1997;7.795.113.026;7.840.186.026;635.238;75.609;64.219;0.4446;6.397.422;7.561.125.692;6.421.962.625;631.592;27.279;107.693;13.047;0.4507;6.28;36;5.83;11.88;88.851;0.5642
Denmark;1998;7.389.508.252;7.433.742.252;594.431;76.167;63.206;0.5147;59.885.086;7.616.903.733;6.320.732.494;591.787;27.412;106.811;1.304;0.4423;6.45;32.52;5.66;11.93;86.154;0.4533
Denmark;1999;7.058.523.078;7.101.911.078;564.755;7.397;61.278;0.5848;56.909.118;7.397.231.774;6.127.932.362;565.149;25.311;102.259;13.033;0.4339;6.32;29.53;5.71;11.97;84.157;0.8892
Denmark;2000;6.647.761.104;6.690.298.104;522.734;74.357;61.136;0.655;52.698.482;7.435.869.814;6.113.662.231;523.058;26.617;102.076;13.026;0.4254;6.35;26.54;5.39;11.92;78.561;0.5997
Denmark;2001;6.752.130.287;6.191.913.287;534.056;75.716;58.278;0.7163;47.803.402;7.571.618.507;5.827.824.417;534.183;25.433;102.711;12.887;-56.022;5.71;27.75;5.6;11.96;79.601;0.1482
Denmark;2002;669.247.867;611.068.967;535.118;74.317;52.036;0.7776;47.693.954;74.317.472;5.203.586.604;535.405;23.992;97.203;12.748;-58.179;4.8;27.96;5.21;12.14;76.741;0.5564
Denmark;2003;7.229.327.853;6.625.965.853;587.395;73.427;53.721;0.8389;52.705.884;7.342.745.893;5.372.098.791;587.935;22.259;100.131;12.608;-60.336;5.02;32.7;5.25;12.6;76.582;0.5853
Denmark;2004;6.634.739.436;6.010.213.436;533.134;72.325;49.012;0.9003;47.066.358;7.233.764.586;4.901.770.978;532.608;21.844;96.453;12.469;-62.453;4.79;26.9;5.37;12.98;73.722;0.6385
Denmark;2005;6.262.372.019;5.615.866.019;498.434;71.307;46.881;0.9616;43.378.312;7.130.723.279;4.688.053.165;49.824;2.033;95.437;1.233;-64.651;4.96;23.67;5.18;13.24;72.463;0.4877
Denmark;2006;7.073.643.251;7.193.239.251;580.332;70.235;46.908;0.9889;59.226.976;7.024.874.587;4.691.642.879;575.863;24.712;94.282;12.508;1.196;5.74;31.26;5.34;13.43;70.813;0.475
Denmark;2007;6.614.365.483;6.733.569.483;532.761;71.258;47.255;10.162;5.446.815;7.125.775.895;4.725.542.593;528.513;24.697;95.541;12.686;1.192;5.96;26.65;5.16;14.02;66.063;0.415
Denmark;2008;6.305.109.315;6.424.496.315;501.338;69.893;48.844;10.436;5.132.723;6.989.717.203;4.884.472.307;49.873;23.363;95.654;12.864;11.939;5.49;24.53;4.67;13.81;65.013;0.3617
Denmark;2009;6.054.473.147;6.173.653.147;478.403;68.984;47.351;10.709;4.903.211;689.840.851;4.735.132.022;48.035;18.915;93.141;13.042;11.918;3.9;24.44;3.84;13.1;63.963;0.2587
Denmark;2010;614.707.278;626.624.078;485.931;71.047;46.747;10.982;49.784.808;7.104.689.818;4.674.701.736;485.681;21.318;94.488;1.322;11.917;4.56;24.35;4;12.94;69.613;0.3168
Denmark;2011;5.603.418.749;5.722.574.749;431.328;70.554;4.68;1.166;4.432.433;7.055.434.382;4.679.966.498;432.212;21.007;93.996;13.227;11.916;4.65;20.26;3.99;12.41;63.176;0.2436
Denmark;2012;5.114.177.239;5.233.321.239;38.192;70.522;46.637;12.338;393.834.772;7.052.248.946;466.366.126;382.658;21.678;93.749;13.233;11.914;4.09;17.07;3.66;11.32;59.739;0.2419
Djibouti;1990;0.948420821;0.948420821;0.3774;0.3692;0.2018;0;0.377392;0.369193497;0.201835323;;0;0.4997;0.0709;0;;;;;;0
Djibouti;1991;0.957321817;0.957321817;0.3811;0.3728;0.2034;0.0001;0.381056;0.372758047;0.203382306;;0.0001;0.5032;0.0724;0;;;;;;0
Djibouti;1992;0.972620813;0.972620813;0.392;0.3761;0.2042;0.0003;0.392048;0.376142597;0.204179288;;0.0003;0.5059;0.0739;0;;;;;;0
Djibouti;1993;0.99958381;0.99958381;0.4067;0.3842;0.2083;0.0004;0.406704;0.384217147;0.208286271;;0.0004;0.5165;0.0754;0;;;;;;0
Djibouti;1994;1.015.116.806;1.015.116.806;0.403;0.3963;0.2152;0.0005;0.40304;0.396331698;0.215243253;;0.0005;0.534;0.077;0;;;;;;0
Djibouti;1995;1.051.629.802;1.051.629.802;0.3994;0.4209;0.2307;0.0006;0.399376;0.420896248;0.230730236;;0.0006;0.5724;0.0785;0;;;;;;0
Djibouti;1996;1.088.065.805;1.088.065.805;0.4067;0.4392;0.241;0.0012;0.406704;0.439170097;0.240961911;;0.0012;0.5976;0.0819;0;;;;;;0
Djibouti;1997;1.056.209.808;1.056.209.808;0.3664;0.4449;0.2431;0.0018;0.3664;0.444903946;0.243073586;;0.0018;0.602;0.0853;0;;;;;;0
Djibouti;1998;109.794.581;109.794.581;0.392;0.4554;0.248;0.0024;0.392048;0.455427796;0.248035262;;0.0024;0.6141;0.0887;0;;;;;;0
Djibouti;1999;1.156.345.813;1.156.345.813;0.4214;0.474;0.2579;0.003;0.42136;0.474041645;0.257906937;;0.003;0.6392;0.0922;0;;;;;;0
Djibouti;2000;1.101.809.816;1.101.809.816;0.3627;0.4775;0.258;0.0036;0.362736;0.477465495;0.257968613;;0.0036;0.6393;0.0956;0;;;;;;0
Djibouti;2001;1.064.345.046;1.064.345.046;0.3261;0.4762;0.2573;0.0047;0.326096;0.476195891;0.257333001;;0.0047;0.6374;0.0955;0;;;;;;0
Djibouti;2002;1.145.308.276;1.145.308.276;0.4067;0.4757;0.2571;0.0058;0.406704;0.475686287;0.257117389;;0.0058;0.6367;0.0955;0;;;;;;0
Djibouti;2003;1.171.987.507;1.171.987.507;0.4287;0.4782;0.2582;0.0069;0.428688;0.478246684;0.258171778;;0.0069;0.6404;0.0955;0;;;;;;0
Djibouti;2004;1.161.572.737;1.161.572.737;0.4104;0.4828;0.2605;0.008;0.410368;0.48277708;0.260466166;;0.008;0.6473;0.0954;0;;;;;;0
Djibouti;2005;1.174.699.967;1.174.699.967;0.4214;0.4833;0.261;0.009;0.42136;0.483287477;0.261010555;;0.009;0.6484;0.0954;0;;;;;;0
Djibouti;2006;1.165.442.953;1.165.442.953;0.4177;0.479;0.2582;0.0106;0.417696;0.479030999;0.258160024;;0.0106;0.6391;0.0975;0;;;;;;0
Djibouti;2007;1.212.907.939;1.212.907.939;0.4617;0.481;0.2582;0.0121;0.461664;0.480964522;0.258209493;;0.0121;0.639;0.0996;0;;;;;;0
Djibouti;2008;1.254.314.925;1.254.314.925;0.4983;0.4837;0.2587;0.0136;0.498304;0.483698044;0.258728962;;0.0136;0.6401;0.1017;0;;;;;;0
Djibouti;2009;1.223.411.911;1.223.411.911;0.4617;0.4873;0.2594;0.0151;0.461664;0.487251567;0.259398431;;0.0151;0.6422;0.1039;0;;;;;;0
Djibouti;2010;1.282.118.897;1.282.118.897;0.5166;0.4893;0.2595;0.0166;0.516624;0.48934509;0.2595379;;0.0166;0.6423;0.106;0;;;;;;0
Djibouti;2011;1.241.148.514;1.241.148.514;0.4727;0.4906;0.259;0.0189;0.472656;0.490646415;0.258977553;;0.0189;0.6405;0.1085;0;;;;;;0
Djibouti;2012;2.575.220.132;2.575.220.132;17.963;0.4966;0.2612;0.0211;179.628;0.496567741;0.261247207;;;0.6462;0.111;0;;;;;;0
Dominica;1990;0.173201322;0.120491322;0.0586;0.0863;0.0283;0;0.005914;0.0862532;0.028324122;;0;0.0453;0.069;-0.0527;;;;;;0
Dominica;1991;0.174182615;0.120522615;0.0586;0.0861;0.0295;0;0.004964;0.086058963;0.029487568;;0;0.046;0.0693;-0.0537;;;;;;0
Dominica;1992;0.172113908;0.095443908;0.0586;0.0864;0.0271;0;-0.018046;0.086404725;0.027061013;;0;0.0437;0.0696;-0.0767;;;;;;0
Dominica;1993;0.175949201;0.125069201;0.0623;0.0865;0.0271;0;0.011408;0.086510488;0.027114458;;0;0.0436;0.0698;-0.0509;;;;;;0
Dominica;1994;0.182298494;0.132938494;0.0696;0.0867;0.0259;0;0.020256;0.08670625;0.025927904;;0;0.0423;0.0701;-0.0494;;;;;;0
Dominica;1995;0.189031787;0.115901787;0.0806;0.0871;0.0213;0.0001;0.007478;0.087082013;0.021281349;;0.0001;0.0378;0.0704;-0.0731;;;;;;0
Dominica;1996;0.180777043;0.134197043;0.0733;0.087;0.0204;0.0001;0.0267;0.087031249;0.020350519;;0.0001;0.0369;0.0703;-0.0466;;;;;;0
Dominica;1997;0.188618298;0.143558298;0.0806;0.087;0.0208;0.0002;0.035548;0.087010485;0.020829688;;0.0002;0.0374;0.0702;-0.0451;;;;;;0
Dominica;1998;0.184967553;0.115377553;0.0769;0.0869;0.0208;0.0002;0.007354;0.08694972;0.020848858;;0.0002;0.0375;0.0701;-0.0696;;;;;;0
Dominica;1999;0.188654808;0.146374808;0.0806;0.0869;0.0209;0.0003;0.038328;0.086898956;0.020868028;;0.0003;0.0375;0.07;-0.0423;;;;;;0
Dominica;2000;0.210682063;0.169922063;0.1026;0.0869;0.0209;0.0003;0.061832;0.086858192;0.020897197;;0.0003;0.0376;0.0699;-0.0408;;;;;;0
Dominica;2001;0.222000596;0.206010596;0.1136;0.0871;0.0209;0.0004;0.097594;0.087115586;0.020878674;;0.0004;0.0376;0.0701;-0.016;;;;;;0
Dominica;2002;0.205855128;0.217295128;0.1026;0.0873;0.0155;0.0005;0.114032;0.087292981;0.015460151;;0.0005;0.0321;0.0703;0.0114;;;;;;0
Dominica;2003;0.21776366;0.23008366;0.1136;0.0876;0.016;0.0006;0.125904;0.087550375;0.016031627;;0.0006;0.0327;0.0706;0.0123;;;;;;0
Dominica;2004;0.214726192;0.200796192;0.1099;0.0875;0.0166;0.0007;0.09599;0.08751777;0.016603104;;0.0007;0.033;0.0708;-0.0139;;;;;;0
Dominica;2005;0.218656724;0.232586724;0.1136;0.0874;0.0169;0.0008;0.127514;0.087395164;0.01690458;;0.0008;0.0329;0.0711;0.0139;;;;;;0
Dominica;2006;0.214413948;0.296253948;0.1099;0.0881;0.0155;0.0009;0.19176;0.088139375;0.015476344;;0.0009;0.0321;0.0712;0.0818;;;;;;0
Dominica;2007;0.258119173;0.312679173;0.1502;0.0884;0.0185;0.001;0.204784;0.088433585;0.018478108;;0.001;0.0352;0.0713;0.0546;;;;;;0
Dominica;2008;0.233756397;0.315596397;0.1282;0.0886;0.0158;0.0011;0.21008;0.088607796;0.015819872;;0.0011;0.0326;0.0715;0.0818;;;;;;0
Dominica;2009;0.233717621;0.307377621;0.1282;0.0889;0.0154;0.0012;0.2019;0.088932007;0.015351636;;0.0012;0.0323;0.0716;0.0737;;;;;;0
Dominica;2010;0.241216846;0.314876846;0.1356;0.0891;0.0153;0.0013;0.209228;0.089056217;0.0152934;;0.0013;0.0323;0.0717;0.0737;;;;;;0
Dominica;2011;0.231230387;0.304890387;0.1246;0.0895;0.0157;0.0014;0.198236;0.089498944;0.015715435;;0.0014;0.033;0.0719;0.0737;;;;;;0
Dominica;2012;0.239549928;0.318659928;0.1321;0.09;0.0159;0.0016;0.21117;0.090031671;0.015877471;;;0.0335;0.072;0.0791;;;;;;0
Dominican Republic;1990;1.522.092.774;1.857.406.774;79.276;52.537;20.341;0.0055;11.258.526;5.269.201.139;204.081.285;79.044;0.5331;53.752;14.082;33.531;0.11;3.24;0.86;2.29;15.133;0.0011
Dominican Republic;1991;1.612.071.542;1.614.294.542;82.756;56.535;21.842;0.0075;8.275.552;5.669.046.614;2.190.888.773;82.226;0.623;56.934;16.017;0.0222;0.11;3.62;0.8;2.26;15.414;0.0012
Dominican Republic;1992;1.781.355.909;1.783.578.909;96.815;59.712;21.515;0.0094;9.681.504;5.986.652.089;2.158.244.696;95.808;0.6909;57.467;17.951;0.0222;0.15;4.34;0.89;2.43;19.195;0.0013
Dominican Republic;1993;1.783.688.877;1.785.911.877;95.639;60.952;21.665;0.0113;9.563.872;6.110.707.564;2.173.220.618;9.549;0.6452;56.541;19.886;0.0222;0.16;4;0.76;2.63;21.576;0.0014
Dominican Republic;1994;1.972.289.444;1.974.512.444;111.775;63.144;22.177;0.0132;11.177.536;6.329.873.039;2.224.466.541;112.072;0.6508;56.929;21.821;0.0222;0.15;4.9;0.96;3.12;22.257;0.0015
Dominican Republic;1995;2.070.627.212;2.072.850.212;119.055;65.399;22.457;0.0152;11.905.472;6.555.388.515;2.252.462.463;118.754;0.7407;57.147;23.755;0.0222;0.17;4.95;1.04;3.48;24.038;0.0016
Dominican Republic;1996;2.176.210.741;2.178.207.741;127.871;65.677;2.382;0.0253;12.787.072;6.581.658.306;2.388.087.435;127.056;0.8423;59.795;22.346;0.02;0.18;5.07;1.14;3.85;26.438;0.0018
Dominican Republic;1997;2.352.948.071;2.357.716.071;14.566;64.491;2.479;0.0354;14.566;6.482.318.098;2.493.472.408;144.159;0.9514;60.585;20.938;0.0477;0.2;5.79;1.32;4.42;28.839;0.002
Dominican Republic;1998;2.428.505.001;2.431.266.001;15.318;64.327;24.889;0.0455;15.317.984;6.451.987.889;249.723.738;151.961;0.9834;61.526;19.529;0.0276;1.06;6.29;1.48;5.06;23.639;0.0022
Dominican Republic;1999;244.095.213;244.390.213;161.358;59.178;23.003;0.0555;1.613.584;5.938.387.681;2.309.252.352;158.763;11.914;55.498;1.812;0.0295;1.23;6.18;1.51;5.66;2.524;0.0023
Dominican Republic;2000;253.219.806;253.525.906;173.894;55.967;22.702;0.0656;17.389.424;5.618.067.473;2.279.467.324;170.366;13.151;52.992;16.711;0.0306;1.29;6.72;1.55;6.01;27.541;0.0025
Dominican Republic;2001;2.561.983.278;2.562.840.278;172.067;58.941;24.318;0.0873;17.206.672;5.900.089.601;2.434.364.813;167.749;14.539;57.129;16.981;0.0086;1.22;6.98;1.52;5.67;26.024;0.0025
Dominican Republic;2002;2.798.256.497;2.798.280.497;190.606;60.633;27.498;0.1089;1.906.056;606.348.173;2.749.842.303;184.533;16.295;61.548;1.725;0.0002;1.04;8.57;1.51;5.74;26.308;0.0025
Dominican Republic;2003;2.668.033.915;2.668.560.915;179.073;59.861;26.564;0.1306;1.790.728;5.989.783.859;2.657.969.792;174.117;15.778;59.389;17.519;0.0053;0.99;8.68;1.69;5.03;20.092;0.0025
Dominican Republic;2004;2.614.660.734;2.614.783.734;167.027;64.058;28.859;0.1522;16.702.704;6.406.685.987;2.886.227.282;16.36;14.749;65.428;17.788;0.0012;1.34;6.39;1.7;6.07;21.975;0.0025
Dominican Republic;2005;2.801.854.952;2.819.459.952;18.715;62.243;29.054;0.1739;18.714.992;6.347.098.116;2.958.654.771;183.384;15.588;63.355;18.058;0.1761;1.33;8.26;1.76;5.84;24.759;0.0025
Dominican Republic;2006;2.985.404.207;2.985.611.207;202.533;63.116;3.096;0.1932;20.253.296;6.313.008.591;3.096.586.992;193.936;20.765;65.501;18.338;0.0021;1.3;8.83;2.22;5.71;26.249;0.0087
Dominican Republic;2007;3.069.443.662;3.069.992.662;202.945;68.875;32.998;0.2126;20.294.512;6.891.319.066;3.301.509.214;192.988;22.571;72.666;18.619;0.0055;1.32;8.82;2.14;5.63;2.694;0.0148
Dominican Republic;2008;3.098.915.916;3.099.446.916;204.232;7.055;3.279;0.232;20.423.216;7.058.669.541;3.280.631.435;19.534;22.252;73.501;1.89;0.0053;1.31;9.31;2.17;5.25;2.783;0.0209
Dominican Republic;2009;3.056.239.371;3.056.310.371;196.449;72.975;33.686;0.2513;19.644.912;7.298.040.015;3.368.843.656;192.891;17.462;7.619;19.181;0.0007;1.3;8.96;2.02;5.45;28.321;0.027
Dominican Republic;2010;3.168.016.226;3.168.495.226;204.249;74.647;35.199;0.2707;20.424.912;746.803.049;3.521.325.877;200.943;17.656;78.741;19.461;0.0048;1.22;9.17;2.14;5.94;28.111;0.0332
Dominican Republic;2011;3.187.815.162;3.188.979.162;206.549;7.492;34.383;0.293;20.654.912;7.500.122.052;34.418.054;203.358;17.879;77.695;1.975;0.0116;1.31;9.48;2.05;6.1;26.695;0.0364
Dominican Republic;2012;3.118.322.898;3.118.440.898;19.81;75.226;35.354;0.3152;19.81;7.523.463.614;3.535.724.922;210.073;;78.468;20.038;0.0012;1.47;9.45;2.27;6.62;26.278;0.0396
Ecuador;1990;2.922.631.881;1.086.603.388;157.813;96.324;38.024;0.0102;95.200.324;964.289.456;3.806.905.968;158.691;11.314;108.056;14.202;79.434;0.88;1.59;2.57;7.75;22.403;17.188
Ecuador;1991;3.029.754.217;1.098.764.722;163.401;99.685;39.766;0.0123;95.904.052;9.978.943.711;398.118.293;164.364;11.591;112.558;14.463;795.789;0.8;1.91;2.71;7.93;22.011;16.853
Ecuador;1992;3.189.432.953;1.116.181.695;174.221;103.572;41.006;0.0144;97.130.934;1.036.768.286;4.105.179.891;175.681;11.356;117.084;14.724;797.238;1.08;2.4;3.01;8.05;22.518;18.562
Ecuador;1993;3.149.723.089;1.113.659.709;164.494;107.919;42.395;0.0165;9.630.312;1.080.234.201;4.244.056.853;167.163;10.607;122.217;14.985;798.687;1.74;1.85;2.8;8.08;22.726;17.138
Ecuador;1994;3.295.012.225;1.129.637.722;174.424;111.394;43.498;0.0185;97.441.006;1.114.985.117;4.354.383.814;177.104;10.957;126.194;15.245;800.137;1.62;1.81;3.19;8.59;23.733;17.471
Ecuador;1995;3.602.325.561;1.161.818.156;202.328;113.325;44.373;0.0206;100.376.364;1.134.300.032;4.441.840.776;202.977;1.325;128.399;15.506;801.586;1.53;3.9;3.16;8.18;25.541;25.037
Ecuador;1996;4.030.648.853;1.206.098.985;240.883;115.339;46.504;0.0339;104.376.748;1.154.435.045;4.654.914.594;239.745;15.434;132.044;15.841;803.034;1.94;4.14;4.66;9.96;27.103;25.042
Ecuador;1997;4.096.923.544;1.214.103.154;246.519;113.484;49.217;0.0471;105.085.286;1.135.381.058;4.924.078.413;246.206;14.908;132.403;16.176;804.411;2.1;4.63;4.2;10.56;28.165;2.414
Ecuador;1998;4.251.409.436;1.231.035.944;262.154;11.361;48.773;0.0604;106.793.626;1.136.885.072;4.880.712.231;26.357;13.575;131.584;16.512;805.895;0.89;5.13;6.08;9.88;28.528;24.143
